race|sex|LSAT|UGPA|ZFYA|race_nonwhite|race_simpler
Black|Female|42.0|2.8|-0.43|NonWhite|Black
White|Male|38.0|3.9|1.46|White|White
White|Female|44.0|3.8|1.63|White|White
White|Male|37.0|4.0|0.21|White|White
White|Female|46.0|3.5|-1.45|White|White
White|Female|41.0|3.3|-0.54|White|White
White|Male|37.0|3.4|-0.01|White|White
White|Male|39.0|3.8|-1.32|White|White
Black|Female|29.0|2.8|-1.64|NonWhite|Black
White|Male|44.0|3.1|-0.24|White|White
White|Female|39.0|3.6|1.63|White|White
White|Male|40.5|3.7|0.8|White|White
White|Male|47.0|3.3|0.95|White|White
White|Female|42.0|3.4|0.14|White|White
White|Male|43.0|3.7|0.63|White|White
White|Male|40.0|3.3|-0.03|White|White
White|Male|42.0|3.6|1.82|White|White
White|Female|47.0|3.0|0.27|White|White
White|Male|37.0|3.5|0.97|White|White
White|Female|36.0|3.7|-1.35|White|White
White|Male|42.0|3.4|0.33|White|White
White|Male|35.5|3.9|1.03|White|White
White|Female|48.0|3.8|1.78|White|White
White|Female|39.0|3.9|1.33|White|White
White|Female|42.0|3.9|0.65|White|White
White|Male|42.0|3.2|-0.58|White|White
White|Male|44.0|3.2|-0.54|White|White
White|Female|36.0|3.9|0.61|White|White
White|Male|37.0|4.0|-0.22|White|White
White|Male|35.0|3.6|-1.01|White|White
White|Male|42.0|3.7|0.44|White|White
White|Female|41.0|3.4|-0.86|White|White
White|Male|43.0|2.7|-0.18|White|White
Asian|Female|38.0|3.3|-1.28|NonWhite|Asian
Black|Female|27.0|3.3|-1.11|NonWhite|Black
White|Male|39.0|3.8|-0.88|White|White
Asian|Female|37.5|3.4|-0.54|NonWhite|Asian
White|Male|40.5|2.5|0.63|White|White
Black|Male|32.0|3.1|-0.07|NonWhite|Black
White|Male|41.5|3.4|0.99|White|White
Black|Female|27.0|3.5|-0.92|NonWhite|Black
White|Male|41.0|3.3|0.63|White|White
White|Male|37.0|3.9|-0.39|White|White
White|Female|42.0|3.8|0.82|White|White
White|Male|39.0|3.4|-1.09|White|White
White|Female|35.0|3.8|1.37|White|White
White|Male|44.0|3.2|0.24|White|White
White|Female|38.0|3.9|-0.2|White|White
White|Male|38.0|3.5|0.35|White|White
White|Male|41.0|3.5|2.06|White|White
White|Male|40.0|3.7|0.8|White|White
White|Male|40.0|3.2|-0.79|White|White
White|Male|42.0|3.6|-0.01|White|White
White|Male|41.0|3.5|-1.86|White|White
White|Female|48.0|3.1|0.18|White|White
White|Female|40.0|3.9|-0.16|White|White
White|Female|37.0|4.0|0.04|White|White
White|Male|42.0|3.2|-0.64|White|White
White|Male|38.0|3.2|-1.15|White|White
White|Female|36.0|3.6|-0.88|White|White
White|Male|41.0|3.7|1.01|White|White
White|Male|37.0|3.7|-1.92|White|White
White|Female|41.0|3.7|0.44|White|White
White|Female|47.0|3.3|-0.41|White|White
White|Male|46.0|3.3|0.23|White|White
White|Male|38.0|3.5|0.06|White|White
White|Female|38.0|3.7|-1.56|White|White
White|Female|38.0|3.9|0.46|White|White
White|Male|41.0|3.5|0.91|White|White
White|Female|37.7|3.5|0.46|White|White
White|Male|40.0|3.3|1.31|White|White
White|Male|43.0|3.8|1.1|White|White
White|Male|37.0|3.5|0.12|White|White
White|Male|41.0|2.8|-0.37|White|White
White|Male|31.0|2.9|-0.56|White|White
White|Female|39.0|3.5|1.29|White|White
White|Male|41.0|3.1|1.04|White|White
White|Male|35.0|3.8|0.47|White|White
White|Female|37.0|3.5|0.7|White|White
White|Male|35.5|3.4|-1.13|White|White
White|Female|36.0|4.0|0.99|White|White
White|Male|47.0|3.1|0.69|White|White
Black|Female|32.0|2.5|-1.15|NonWhite|Black
White|Male|39.0|3.2|-0.17|White|White
White|Female|42.0|3.3|-0.19|White|White
White|Female|42.0|2.9|-1.0|White|White
White|Female|40.0|3.2|0.28|White|White
White|Male|42.0|3.9|0.52|White|White
White|Male|33.5|2.9|-0.86|White|White
White|Male|39.0|2.9|-1.53|White|White
White|Male|41.0|3.1|-0.65|White|White
White|Male|36.5|3.3|1.67|White|White
White|Male|39.0|2.9|-0.29|White|White
White|Female|44.0|3.8|0.36|White|White
White|Female|41.0|3.1|2.24|White|White
White|Female|43.0|4.0|1.77|White|White
White|Male|39.0|3.1|-0.21|White|White
White|Male|37.5|3.3|-0.03|White|White
White|Female|39.0|3.3|0.69|White|White
White|Female|38.0|3.4|0.96|White|White
White|Female|42.0|3.3|0.36|White|White
White|Male|40.0|3.3|-0.73|White|White
White|Male|35.0|3.5|1.4|White|White
White|Male|34.0|3.9|-0.29|White|White
White|Male|37.0|3.3|0.88|White|White
White|Female|37.0|4.0|0.77|White|White
White|Male|35.0|3.4|-0.03|White|White
White|Female|48.0|3.1|1.99|White|White
White|Male|38.0|3.4|-0.89|White|White
White|Male|37.0|3.7|-0.68|White|White
White|Female|38.0|3.3|-0.25|White|White
White|Male|40.0|3.5|0.16|White|White
White|Male|39.0|3.2|0.23|White|White
White|Male|48.0|3.5|1.99|White|White
White|Male|41.0|3.2|0.36|White|White
Black|Female|28.0|2.5|-2.18|NonWhite|Black
White|Female|40.0|3.3|0.79|White|White
White|Male|41.0|3.0|1.09|White|White
Black|Female|22.5|3.3|-2.11|NonWhite|Black
White|Male|39.0|3.2|1.2|White|White
White|Male|39.0|3.3|-0.06|White|White
White|Female|37.0|3.3|0.5|White|White
White|Male|39.0|3.0|-1.09|White|White
White|Male|38.0|3.6|0.85|White|White
White|Male|39.0|3.2|-0.43|White|White
White|Male|33.0|3.3|0.99|White|White
White|Female|39.0|3.1|1.39|White|White
White|Male|36.0|3.4|-0.36|White|White
White|Male|39.0|3.2|-0.01|White|White
White|Female|38.0|3.5|-0.41|White|White
White|Female|43.0|3.1|0.7|White|White
White|Male|38.0|2.9|0.58|White|White
White|Male|38.0|3.2|-0.35|White|White
White|Male|37.0|3.3|0.28|White|White
White|Female|35.0|3.2|-0.82|White|White
White|Male|35.0|3.4|0.83|White|White
White|Female|39.0|3.4|-0.05|White|White
White|Male|40.0|2.4|-0.36|White|White
White|Female|36.0|2.9|-1.44|White|White
White|Female|41.0|3.8|0.68|White|White
White|Female|40.0|3.4|1.9|White|White
White|Female|42.0|3.1|0.68|White|White
White|Female|37.0|2.8|0.03|White|White
White|Male|42.0|3.1|1.2|White|White
White|Male|37.0|3.3|-0.56|White|White
White|Female|39.0|3.6|0.15|White|White
White|Female|44.0|3.1|0.38|White|White
White|Male|31.0|2.9|-1.2|White|White
White|Male|40.0|2.6|0.19|White|White
Black|Female|28.0|3.7|-1.58|NonWhite|Black
White|Female|37.0|3.4|-1.18|White|White
White|Female|41.0|3.2|0.19|White|White
White|Female|41.0|3.2|-1.57|White|White
White|Male|40.0|3.2|-0.2|White|White
White|Male|42.0|3.8|1.29|White|White
White|Male|35.7|3.7|0.5|White|White
White|Female|32.0|3.4|-0.9|White|White
White|Female|34.0|2.8|0.02|White|White
White|Male|35.0|3.6|-1.04|White|White
White|Male|47.0|3.2|0.45|White|White
White|Male|37.0|3.0|-0.32|White|White
Black|Male|31.5|3.8|-1.08|NonWhite|Black
Black|Male|27.0|4.0|-2.12|NonWhite|Black
White|Female|42.0|3.7|-0.97|White|White
White|Male|48.0|3.8|0.92|White|White
White|Male|44.0|3.6|0.75|White|White
White|Female|47.0|3.9|-0.27|White|White
White|Female|32.5|2.8|0.33|White|White
White|Female|30.0|2.7|-0.01|White|White
White|Male|34.0|2.5|0.3|White|White
White|Female|42.0|2.4|2.13|White|White
Hispanic|Female|29.0|2.6|-0.64|NonWhite|Latino
White|Male|32.0|3.1|0.53|White|White
Black|Male|22.0|2.8|-1.33|NonWhite|Black
Hispanic|Female|24.0|3.1|0.19|NonWhite|Latino
White|Male|35.0|3.1|-0.73|White|White
Black|Female|24.0|2.5|-1.47|NonWhite|Black
White|Male|37.0|2.5|1.39|White|White
White|Male|34.5|2.7|0.19|White|White
Hispanic|Female|29.5|3.0|0.59|NonWhite|Latino
White|Male|35.0|2.4|0.59|White|White
White|Female|30.0|3.1|-0.1|White|White
White|Female|34.0|2.7|1.76|White|White
White|Male|37.0|2.4|-0.5|White|White
White|Female|32.0|2.6|0.73|White|White
White|Male|43.0|3.2|1.47|White|White
Hispanic|Male|35.0|2.8|-0.24|NonWhite|Latino
White|Female|34.0|2.4|-0.9|White|White
White|Female|32.0|3.5|0.53|White|White
White|Male|34.0|2.2|0.16|White|White
Hispanic|Male|28.0|2.9|0.99|NonWhite|Latino
White|Female|34.0|2.8|-0.36|White|White
White|Male|32.5|2.5|0.1|White|White
Hispanic|Female|35.0|2.9|-0.16|NonWhite|Latino
White|Female|33.0|2.5|-1.27|White|White
White|Female|37.0|2.0|0.7|White|White
Hispanic|Female|33.0|2.5|2.28|NonWhite|Latino
Black|Female|28.0|2.4|-0.04|NonWhite|Black
Hispanic|Male|31.0|3.0|1.45|NonWhite|Latino
White|Male|32.0|2.7|0.99|White|White
White|Male|35.0|2.7|0.7|White|White
White|Female|32.0|3.0|-0.84|White|White
White|Male|36.0|3.0|1.27|White|White
Hispanic|Male|30.0|2.9|-0.21|NonWhite|Latino
White|Female|30.0|2.6|0.39|White|White
Asian|Male|29.0|2.5|-1.44|NonWhite|Asian
Puertorican|Female|30.0|3.0|0.16|NonWhite|Latino
Hispanic|Male|28.0|3.0|-0.16|NonWhite|Latino
White|Male|34.0|3.1|0.04|White|White
Hispanic|Male|32.0|3.2|0.64|NonWhite|Latino
Hispanic|Female|28.0|3.1|-1.27|NonWhite|Latino
White|Male|34.0|2.5|-0.99|White|White
White|Male|35.0|2.6|0.73|White|White
Black|Female|23.0|2.5|-1.27|NonWhite|Black
White|Male|31.0|2.9|-0.84|White|White
Hispanic|Female|33.0|2.9|-1.04|NonWhite|Latino
Black|Female|22.0|2.6|-1.19|NonWhite|Black
White|Male|33.0|2.9|0.04|White|White
Hispanic|Male|34.0|2.8|0.93|NonWhite|Latino
White|Male|31.5|2.5|-0.44|White|White
White|Male|30.0|3.1|-0.44|White|White
White|Male|36.0|3.0|3.25|White|White
Hispanic|Female|38.0|3.7|1.27|NonWhite|Latino
White|Male|32.0|3.3|0.3|White|White
White|Female|32.0|2.7|-0.3|White|White
Hispanic|Male|28.3|2.4|-0.1|NonWhite|Latino
Other|Male|34.0|2.7|-0.24|NonWhite|Other
Hispanic|Male|31.0|3.0|0.16|NonWhite|Latino
White|Female|30.5|3.3|1.76|White|White
Hispanic|Female|33.0|3.0|-0.01|NonWhite|Latino
White|Female|33.0|2.3|-0.73|White|White
Hispanic|Male|31.5|3.3|1.07|NonWhite|Latino
White|Female|31.0|2.9|0.7|White|White
White|Male|29.5|3.0|-1.64|White|White
Hispanic|Male|29.0|2.7|0.44|NonWhite|Latino
White|Male|31.0|2.7|0.39|White|White
White|Male|33.0|2.8|0.59|White|White
White|Female|32.0|3.1|0.85|White|White
White|Male|38.0|2.4|-0.44|White|White
White|Male|38.0|2.4|1.73|White|White
White|Male|26.0|2.6|-0.73|White|White
Hispanic|Male|32.5|2.9|-1.04|NonWhite|Latino
White|Female|30.0|3.2|1.27|White|White
White|Female|31.0|2.9|0.59|White|White
White|Female|32.5|2.8|-0.73|White|White
White|Male|37.0|2.5|1.19|White|White
Hispanic|Male|35.0|2.3|0.44|NonWhite|Latino
White|Male|36.0|2.8|0.24|White|White
White|Male|33.0|2.9|0.04|White|White
White|Male|35.0|2.4|0.04|White|White
White|Female|40.0|2.4|1.27|White|White
White|Male|34.0|2.5|-0.3|White|White
White|Male|33.0|2.9|1.62|White|White
White|Male|33.0|2.6|-0.56|White|White
Hispanic|Male|35.0|2.9|0.59|NonWhite|Latino
White|Male|35.0|2.7|-0.56|White|White
White|Female|30.0|3.5|-0.44|White|White
White|Female|33.0|2.9|-0.39|White|White
White|Male|33.0|2.9|-0.04|White|White
White|Male|34.0|2.5|0.5|White|White
White|Male|33.5|2.1|-0.9|White|White
White|Male|28.0|2.6|-0.3|White|White
White|Female|23.3|3.1|-1.24|White|White
Black|Female|21.0|2.5|-1.64|NonWhite|Black
White|Male|32.0|2.6|0.5|White|White
White|Male|35.5|2.3|-0.44|White|White
Hispanic|Male|33.0|2.8|-0.44|NonWhite|Latino
White|Male|35.0|2.7|1.13|White|White
Puertorican|Male|30.0|2.8|1.39|NonWhite|Latino
White|Male|32.0|3.0|-1.04|White|White
Black|Female|23.0|2.3|0.44|NonWhite|Black
White|Male|37.0|3.0|2.28|White|White
White|Male|36.0|3.1|1.33|White|White
White|Female|33.7|3.0|-0.44|White|White
Hispanic|Female|30.0|3.4|0.3|NonWhite|Latino
White|Male|33.0|2.5|-0.64|White|White
Hispanic|Male|22.0|3.3|-1.44|NonWhite|Latino
White|Male|30.0|3.7|1.67|White|White
Black|Male|22.5|1.9|-0.79|NonWhite|Black
White|Female|31.0|3.2|-0.04|White|White
Hispanic|Female|27.0|3.2|-1.33|NonWhite|Latino
White|Male|34.5|2.7|-0.16|White|White
Hispanic|Male|39.0|2.8|0.7|NonWhite|Latino
White|Male|26.0|2.6|-0.3|White|White
Other|Female|35.0|3.0|-0.9|NonWhite|Other
White|Female|31.0|3.3|0.53|White|White
White|Male|34.0|3.0|0.87|White|White
White|Male|32.0|2.5|-0.3|White|White
White|Male|34.0|2.4|0.19|White|White
White|Male|34.5|2.4|-0.99|White|White
White|Male|32.0|3.0|0.93|White|White
White|Female|33.0|2.7|0.73|White|White
White|Male|32.5|2.4|0.3|White|White
Hispanic|Female|28.5|3.0|-1.1|NonWhite|Latino
White|Male|30.0|3.1|-0.39|White|White
White|Male|34.0|2.5|-0.1|White|White
White|Male|35.0|2.6|1.07|White|White
Hispanic|Male|25.0|3.6|0.33|NonWhite|Latino
White|Male|32.0|3.0|0.44|White|White
White|Female|32.0|2.8|-0.16|White|White
White|Male|31.0|2.9|-0.16|White|White
White|Male|34.0|3.5|0.78|White|White
White|Female|26.0|2.6|-0.05|White|White
White|Male|30.0|2.7|-0.24|White|White
White|Male|28.0|2.9|-0.3|White|White
Black|Female|31.0|3.9|1.25|NonWhite|Black
White|Male|27.0|2.7|-0.39|White|White
White|Male|33.0|3.2|1.41|White|White
White|Male|37.0|3.8|0.01|White|White
White|Male|26.5|2.6|0.65|White|White
White|Male|27.0|2.7|1.59|White|White
White|Male|25.0|3.1|-0.39|White|White
White|Male|27.0|2.7|-1.19|White|White
White|Female|31.0|3.9|-0.05|White|White
White|Male|35.0|3.1|1.84|White|White
Amerindian|Male|26.0|2.5|-0.08|NonWhite|Other
White|Female|29.0|2.3|0.17|White|White
White|Male|33.0|2.6|1.19|White|White
White|Male|31.0|3.1|0.65|White|White
White|Male|31.0|2.7|-1.28|White|White
White|Male|36.0|2.6|-0.76|White|White
White|Male|32.0|1.9|-0.39|White|White
White|Female|34.0|3.7|2.23|White|White
White|Male|37.0|3.8|1.28|White|White
White|Male|31.0|2.1|0.04|White|White
White|Male|27.0|2.7|1.41|White|White
White|Male|32.0|2.1|1.28|White|White
White|Male|39.0|3.1|1.25|White|White
White|Male|28.5|2.6|-0.24|White|White
White|Male|30.5|3.2|1.71|White|White
White|Male|37.0|2.4|-0.51|White|White
White|Female|27.0|3.0|-0.94|White|White
White|Male|27.0|2.6|0.47|White|White
White|Female|30.0|3.4|0.82|White|White
White|Male|27.0|3.1|-0.44|White|White
White|Female|30.0|3.8|-0.21|White|White
White|Male|27.0|2.6|-0.31|White|White
White|Male|37.0|2.7|0.4|White|White
White|Male|36.0|2.5|0.13|White|White
White|Male|33.0|2.7|-1.23|White|White
White|Male|32.0|2.5|-1.41|White|White
White|Male|28.0|3.2|-0.31|White|White
White|Male|33.0|2.8|-0.35|White|White
White|Female|36.0|2.6|-0.85|White|White
White|Male|32.0|3.9|0.94|White|White
White|Male|35.0|3.2|1.93|White|White
White|Male|29.0|2.8|-0.12|White|White
White|Male|29.5|2.7|1.21|White|White
White|Female|30.5|2.7|0.78|White|White
White|Male|30.0|3.2|-0.14|White|White
White|Female|42.0|3.8|-0.22|White|White
Asian|Male|29.0|2.3|-1.16|NonWhite|Asian
White|Male|46.0|2.9|1.26|White|White
White|Male|28.0|3.4|0.24|White|White
White|Male|40.0|3.6|-0.65|White|White
White|Female|40.0|3.5|-0.83|White|White
White|Male|34.0|3.4|0.55|White|White
Amerindian|Male|38.0|2.6|-0.36|NonWhite|Other
White|Male|39.0|4.0|1.72|White|White
White|Female|40.0|3.8|2.44|White|White
White|Male|35.0|3.5|-0.14|White|White
White|Female|27.0|3.9|-1.2|White|White
White|Male|37.0|3.0|0.26|White|White
White|Male|37.0|3.1|-0.69|White|White
White|Male|42.0|3.4|0.7|White|White
White|Female|36.0|3.8|1.79|White|White
White|Female|35.0|3.4|-0.58|White|White
Hispanic|Male|33.0|3.2|0.26|NonWhite|Latino
White|Female|38.0|3.3|0.91|White|White
White|Male|39.0|3.0|0.4|White|White
White|Male|37.0|3.1|-0.65|White|White
White|Male|35.0|3.4|1.97|White|White
White|Male|40.0|3.3|1.39|White|White
White|Female|40.0|3.4|1.32|White|White
White|Male|34.0|3.4|1.17|White|White
Asian|Female|33.0|3.3|-0.65|NonWhite|Asian
White|Female|43.0|2.8|0.73|White|White
White|Female|38.0|3.0|-0.03|White|White
White|Female|32.0|3.3|-1.16|White|White
White|Male|38.0|2.9|0.04|White|White
White|Female|43.0|3.1|-0.21|White|White
Mexican|Female|32.0|3.3|-0.83|NonWhite|Latino
Mexican|Male|36.0|2.8|-1.52|NonWhite|Latino
White|Male|39.0|2.9|0.22|White|White
White|Male|38.5|3.2|1.72|White|White
White|Female|34.0|3.9|0.48|White|White
White|Female|38.0|3.1|-0.07|White|White
White|Male|36.0|3.5|0.22|White|White
White|Male|39.0|3.1|1.03|White|White
White|Male|34.0|3.6|0.22|White|White
Asian|Male|36.0|3.1|0.52|NonWhite|Asian
White|Female|40.0|4.0|0.66|White|White
White|Female|36.5|3.0|-0.72|White|White
Black|Male|34.0|2.5|-0.61|NonWhite|Black
White|Male|34.0|3.6|0.01|White|White
White|Female|36.0|3.1|0.95|White|White
White|Male|37.0|3.2|0.08|White|White
White|Male|34.0|3.5|1.14|White|White
White|Male|36.0|3.2|0.44|White|White
White|Female|35.0|3.3|0.22|White|White
White|Female|35.0|3.4|0.4|White|White
White|Female|45.0|3.0|0.22|White|White
White|Female|37.0|3.1|-0.8|White|White
White|Female|40.0|3.9|1.28|White|White
White|Male|36.0|3.6|-0.61|White|White
White|Male|39.0|3.1|0.08|White|White
Asian|Male|30.0|3.1|-0.29|NonWhite|Asian
White|Female|37.0|3.2|-1.12|White|White
White|Male|42.0|3.0|-0.69|White|White
White|Male|34.0|3.5|1.14|White|White
White|Female|34.0|3.3|0.3|White|White
White|Female|38.0|3.2|-0.54|White|White
White|Male|36.0|3.2|-1.23|White|White
White|Male|36.0|3.2|0.37|White|White
White|Male|40.0|3.1|0.19|White|White
White|Male|41.0|3.7|0.88|White|White
White|Male|41.0|3.6|2.19|White|White
White|Female|37.0|3.4|0.08|White|White
White|Female|34.0|3.8|0.44|White|White
White|Male|35.0|3.4|2.08|White|White
White|Female|42.0|3.2|-0.83|White|White
White|Male|38.0|3.0|-0.25|White|White
White|Male|33.0|3.0|0.59|White|White
White|Male|32.0|3.2|-1.16|White|White
White|Female|35.0|3.5|-0.9|White|White
White|Female|38.0|3.3|-0.43|White|White
White|Male|41.0|2.8|-1.12|White|White
White|Female|36.0|4.0|0.88|White|White
Mexican|Male|31.0|3.4|1.17|NonWhite|Latino
White|Male|37.5|3.3|-0.9|White|White
White|Female|32.0|3.2|-0.66|White|White
White|Female|32.0|2.9|-0.41|White|White
White|Female|35.0|2.8|1.57|White|White
White|Male|31.0|3.2|-1.04|White|White
White|Female|37.0|3.7|2.53|White|White
Hispanic|Female|32.0|3.8|-1.57|NonWhite|Latino
White|Male|30.5|3.2|-1.72|White|White
White|Male|31.0|3.3|-0.71|White|White
Other|Male|31.0|2.9|-0.74|NonWhite|Other
White|Female|28.5|3.3|-0.25|White|White
Mexican|Male|33.0|3.0|-0.84|NonWhite|Latino
White|Male|28.0|3.2|0.0|White|White
White|Male|29.5|3.1|0.66|White|White
White|Male|28.0|3.2|0.1|White|White
White|Female|35.0|3.6|0.2|White|White
White|Female|48.0|2.9|0.15|White|White
White|Male|33.0|2.9|1.27|White|White
White|Male|37.0|2.8|-0.71|White|White
White|Male|30.0|3.2|-0.71|White|White
White|Male|39.0|3.3|0.91|White|White
White|Male|31.0|3.2|-0.1|White|White
White|Male|33.0|2.9|-0.96|White|White
White|Male|31.5|3.2|0.05|White|White
White|Male|40.0|3.1|0.84|White|White
White|Male|43.0|3.2|-0.84|White|White
White|Female|35.0|2.8|-0.81|White|White
White|Female|32.5|3.2|0.4|White|White
White|Male|34.0|3.5|0.18|White|White
White|Male|32.5|3.0|-0.56|White|White
White|Female|27.5|3.1|-0.79|White|White
White|Female|34.0|3.0|-1.27|White|White
White|Male|34.0|2.9|-0.2|White|White
White|Male|28.5|3.4|-0.36|White|White
White|Male|42.0|2.7|0.51|White|White
White|Female|40.0|3.1|1.22|White|White
White|Female|33.0|3.4|-0.05|White|White
White|Male|34.0|3.0|0.15|White|White
White|Female|31.0|3.5|-0.41|White|White
White|Female|36.0|3.0|-0.96|White|White
White|Female|31.0|3.4|0.96|White|White
White|Male|27.0|3.7|-0.96|White|White
White|Male|33.0|3.4|0.76|White|White
White|Female|37.0|3.3|0.23|White|White
White|Female|30.0|3.9|-1.32|White|White
White|Male|38.0|2.9|0.76|White|White
White|Male|30.0|3.4|0.58|White|White
Asian|Male|37.0|2.9|1.09|NonWhite|Asian
White|Male|34.0|3.3|0.0|White|White
White|Male|31.0|3.0|0.33|White|White
White|Female|33.0|3.0|1.27|White|White
White|Female|32.0|3.4|1.6|White|White
White|Male|37.0|3.6|0.61|White|White
Black|Female|29.0|3.1|-1.19|NonWhite|Black
Asian|Male|36.0|3.6|1.37|NonWhite|Asian
White|Female|29.0|3.5|0.0|White|White
White|Female|29.5|2.9|-0.51|White|White
White|Female|29.0|3.4|0.02|White|White
White|Male|30.5|3.1|-0.18|White|White
White|Female|34.0|3.2|0.33|White|White
White|Female|32.0|3.3|-0.71|White|White
White|Male|34.0|3.5|0.05|White|White
White|Male|35.0|3.3|0.91|White|White
White|Female|34.0|2.9|-1.29|White|White
White|Male|41.0|3.2|0.46|White|White
White|Male|32.0|3.1|0.02|White|White
White|Male|38.0|3.6|0.08|White|White
White|Male|37.0|3.7|-0.25|White|White
White|Male|43.0|2.7|1.92|White|White
White|Male|41.0|3.4|0.08|White|White
White|Male|37.0|3.8|2.61|White|White
White|Male|40.0|3.4|0.48|White|White
White|Female|41.0|3.2|-0.29|White|White
White|Female|35.0|3.5|-1.41|White|White
White|Female|34.0|3.4|-0.74|White|White
White|Male|35.0|3.8|0.5|White|White
White|Male|36.0|3.9|1.0|White|White
Hispanic|Female|36.0|3.7|-0.88|NonWhite|Latino
White|Female|40.0|3.2|-0.77|White|White
White|Male|41.0|3.1|0.0|White|White
White|Male|43.0|3.5|0.66|White|White
White|Male|43.0|3.8|0.36|White|White
Asian|Male|36.0|3.4|-0.25|NonWhite|Asian
White|Female|26.0|2.3|-0.99|White|White
Hispanic|Male|40.0|2.6|-1.26|NonWhite|Latino
White|Male|35.5|3.3|-0.44|White|White
Asian|Female|38.0|3.5|-0.6|NonWhite|Asian
Asian|Male|30.0|2.9|-0.88|NonWhite|Asian
Asian|Male|29.0|3.0|-1.25|NonWhite|Asian
Amerindian|Male|22.0|3.0|-1.1|NonWhite|Other
White|Male|41.0|3.9|2.1|White|White
White|Female|38.0|3.0|-1.25|White|White
White|Male|44.0|3.6|1.57|White|White
White|Female|34.0|3.4|-0.64|White|White
White|Male|42.0|3.6|-1.41|White|White
Asian|Female|35.0|3.2|-1.93|NonWhite|Asian
Hispanic|Female|39.0|3.0|-0.49|NonWhite|Latino
White|Female|35.5|3.0|-0.77|White|White
White|Male|41.0|3.4|0.59|White|White
White|Female|44.0|3.8|1.13|White|White
White|Female|40.0|2.9|0.65|White|White
White|Male|41.0|3.5|0.9|White|White
White|Female|40.0|3.8|0.75|White|White
White|Male|35.0|3.8|0.27|White|White
White|Male|42.0|3.3|0.81|White|White
White|Female|30.5|2.2|-1.97|White|White
White|Male|33.0|3.9|0.2|White|White
White|Female|37.0|4.0|1.24|White|White
White|Male|45.0|3.7|1.42|White|White
White|Female|35.0|2.8|-0.33|White|White
White|Male|45.0|3.5|0.33|White|White
Mexican|Male|29.0|3.3|-1.59|NonWhite|Latino
White|Male|39.0|3.6|1.84|White|White
White|Male|46.0|3.8|0.07|White|White
Hispanic|Female|38.0|3.6|0.19|NonWhite|Latino
White|Male|42.0|3.6|1.78|White|White
Other|Female|38.0|3.4|-0.15|NonWhite|Other
White|Female|36.0|3.5|-0.12|White|White
Asian|Female|39.0|3.2|-1.8|NonWhite|Asian
Hispanic|Male|40.0|3.6|0.17|NonWhite|Latino
White|Male|36.0|3.9|1.71|White|White
White|Female|37.0|3.8|-0.48|White|White
White|Male|38.0|3.3|-0.36|White|White
White|Male|44.0|3.2|0.24|White|White
White|Female|41.0|2.7|-1.19|White|White
White|Male|46.0|2.9|0.74|White|White
White|Male|39.0|3.4|-0.84|White|White
White|Female|36.0|3.9|-0.32|White|White
White|Male|42.0|3.7|1.2|White|White
White|Male|33.0|3.8|-0.31|White|White
Hispanic|Male|26.0|2.0|-2.12|NonWhite|Latino
White|Male|42.0|3.5|0.81|White|White
White|Female|36.0|3.7|0.23|White|White
Asian|Female|36.0|3.5|-0.35|NonWhite|Asian
White|Male|39.0|3.9|0.22|White|White
White|Male|42.0|3.1|0.62|White|White
White|Male|45.0|3.4|1.4|White|White
White|Male|35.0|3.6|0.17|White|White
White|Male|42.0|3.5|0.16|White|White
Asian|Male|37.0|2.6|1.24|NonWhite|Asian
White|Male|41.0|3.5|-0.17|White|White
Asian|Female|32.0|3.5|-1.15|NonWhite|Asian
White|Female|38.0|3.6|0.06|White|White
White|Male|42.0|3.5|1.14|White|White
White|Female|41.0|3.4|-0.38|White|White
White|Male|40.0|3.4|0.13|White|White
White|Female|37.0|3.6|0.32|White|White
White|Female|26.5|2.5|-1.15|White|White
White|Male|47.0|3.9|1.36|White|White
White|Male|39.0|3.6|0.26|White|White
White|Male|43.0|3.4|0.94|White|White
White|Male|38.0|3.7|1.32|White|White
White|Male|42.0|3.4|1.73|White|White
White|Female|38.0|4.0|1.2|White|White
White|Male|32.0|3.6|0.78|White|White
White|Female|38.0|3.5|-1.51|White|White
White|Male|43.0|3.3|1.73|White|White
White|Male|43.0|3.9|1.5|White|White
White|Female|44.0|3.3|-1.26|White|White
White|Male|36.0|3.4|-0.47|White|White
White|Male|39.0|3.8|0.14|White|White
White|Female|36.0|3.7|0.23|White|White
White|Male|39.0|3.6|0.34|White|White
White|Male|35.0|3.8|0.71|White|White
White|Male|42.0|3.4|0.29|White|White
White|Male|34.0|3.8|-0.87|White|White
White|Male|41.0|3.6|-0.17|White|White
Hispanic|Male|23.0|2.4|-1.75|NonWhite|Latino
White|Male|37.0|3.7|0.56|White|White
White|Male|43.0|3.5|0.42|White|White
White|Female|41.0|3.4|-0.39|White|White
White|Female|29.0|3.6|-1.07|White|White
White|Male|44.0|3.2|0.07|White|White
White|Male|40.0|3.8|1.75|White|White
White|Male|42.0|3.7|0.71|White|White
White|Male|40.0|3.4|-0.52|White|White
White|Female|41.0|3.9|1.05|White|White
White|Male|42.0|3.3|0.62|White|White
White|Female|32.0|3.3|-0.97|White|White
White|Female|38.0|2.9|-0.68|White|White
Hispanic|Male|29.0|2.8|-1.75|NonWhite|Latino
White|Female|41.0|3.7|-0.02|White|White
White|Female|37.0|3.5|-0.6|White|White
White|Female|37.0|3.0|1.26|White|White
