"LSAT"|"UGPA"|"female"|"male"|"white"|"nonwhite"|"U_UGPA"|"U_LSAT"
"15887"|31|2.9|0|1|0|1|-0.0115100640683415|-0.016507980248563
"15889"|41|3.6|0|1|1|0|0.271736068101708|-0.0252912761555207
"15896"|40|3.6|1|0|1|0|0.212876359475858|0.00179457917892962
"15898"|34|3.5|0|1|1|0|0.262453835217684|-0.03383148107623
"15903"|30|3.6|0|1|1|0|0.301026963608211|-0.0443148906326883
"15905"|34|3.5|1|0|1|0|0.227437724333641|-0.0490934985263414
"15906"|28|3.5|1|0|1|0|0.199667983723669|0.08837653075786
"15910"|40|3.8|0|1|1|0|0.411289230222764|-0.06194118199398
"15911"|32|3.5|0|1|1|0|0.190827375971882|-0.0154371824568589
"15914"|29|3.1|1|0|0|1|0.0246336235780287|-0.104887846404148
"15915"|30|3.2|1|0|1|0|-0.114933035972935|-0.00139317060186323
"15917"|38|4|0|1|1|0|0.590222277148455|-0.0334961035395969
"15918"|37|3.4|0|1|1|0|0.0706187608970849|0.0834948203837089
"15919"|29|3.5|0|1|1|0|0.2550619799312|-0.0307800603287033
"15920"|31|3.1|0|1|1|0|-0.119160008237959|-0.0065117952342175
"15926"|28|3.2|0|1|1|0|-0.00420697388705541|-0.0161077228751694
"15928"|34|3.2|1|0|1|0|-0.123806657934198|0.0590413032476874
"15929"|36|3.3|0|1|1|0|-0.0394690550682043|-0.00569465027000148
"15930"|27|3.5|0|1|1|0|0.299692380667563|-0.0297230400940092
"15931"|29|3.6|0|1|0|1|0.419652912496958|-0.0803147104043512
"15935"|34|3.2|1|0|1|0|-0.11288446830922|0.0028169489616866
"15936"|37|2.8|0|1|1|0|-0.31805969756954|-0.0329795888914923
"15937"|26|3.5|1|0|1|0|0.0558496559708231|0.0680927080722044
"15938"|31|3.2|0|1|1|0|-0.00539828915074283|0.0597197836969856
"15939"|29|3.1|0|1|1|0|-0.0311385825318804|0.0302824785947962
"15940"|34|3.1|0|1|1|0|-0.0462967073431797|-0.0631547247454673
"15941"|30|3.3|1|0|1|0|-0.0280422964206343|0.0691957806305057
"15943"|39|2.5|0|1|1|0|-0.590598423000614|0.0318590141269127
"15945"|30|2.6|1|0|0|1|-0.402396959721074|0.0425979559815391
"15947"|30|3.4|0|1|1|0|0.131388202258876|0.00254815323434188
"15948"|24|3|1|0|0|1|-0.134680500966717|-0.00510090905695553
"15949"|37|2.7|0|1|1|0|-0.374555140767432|0.0892627850451462
"15953"|36|3.7|1|0|1|0|0.276274780510624|-0.0374165311941864
"15956"|29|3.2|0|1|1|0|0.0463046748376459|-0.0903474927298224
"15958"|30|2.8|1|0|1|0|-0.392099411176931|0.0145822832305637
"15960"|35|3.6|1|0|1|0|0.19019002629119|-0.0687835646091716
"15961"|32|3.5|1|0|1|0|0.0609120030291315|0.0183145512506353
"15962"|34|2.6|1|0|1|0|-0.575571864315733|0.096296868708228
"15963"|32|3.1|0|1|1|0|-0.0189085934210076|0.0469613550527426
"15964"|39|3.7|0|1|1|0|0.321222861326855|0.0292068050367944
"15968"|33|2.9|0|1|1|0|-0.294310845622529|0.00589905788403504
"15969"|36|3.3|1|0|1|0|-0.0341521225040149|-0.00245663053947392
"15971"|23|2.1|0|1|0|1|-0.619030519651949|0.0695145791821572
"15972"|37|3.1|0|1|1|0|-0.103053974933657|-0.0946983803765457
"15974"|26|3.8|0|1|1|0|0.429769169963695|0.0470586554806626
"15975"|29|3.6|1|0|1|0|0.197525523434613|0.0163355381173894
"15976"|32|3.6|0|1|1|0|0.182095702905461|-0.0600692205466095
"15978"|35|3.1|1|0|1|0|-0.16401014212473|-0.00615702441171761
"15981"|33|3.9|1|0|1|0|0.509196427530654|0.00763134918665988
"15984"|29|3.3|0|1|1|0|0.0874493994661784|-0.000429628573994093
"15986"|35|2.9|0|1|1|0|-0.176130294341904|-0.0420979371684854
"15987"|34|2.8|0|1|1|0|-0.315279193535954|-0.0903472995993701
"15988"|37|3.5|1|0|1|0|0.124344427630573|-0.0264970988790548
"15989"|33|3.1|0|1|1|0|-0.0727380910021374|-0.0766599969469734
"15990"|34|2.9|1|0|1|0|-0.256717047064155|-0.051176434280133
"15991"|31|3.3|1|0|0|1|0.14794334993796|-0.0303322414019183
"15992"|33|3.1|1|0|1|0|-0.164372777306299|0.0277991425314942
"15993"|36|3.5|0|1|1|0|0.167092548832135|0.0236535667965314
"15996"|25|3|0|1|0|1|0.0568260875570237|-0.0505038092674757
"16000"|32|3.3|0|1|1|0|0.0629226360997253|0.0499825377118538
"16001"|28|3.7|1|0|1|0|0.238300874497397|-0.03970091326966
"16003"|37|3.8|1|0|1|0|0.365348174583735|-0.013164347997748
"16007"|35|3.1|0|1|1|0|-0.094717488669724|0.0943431154150422
"16010"|37|3.5|0|1|1|0|0.176527553370634|-0.0306211522367815
"16011"|44|2|0|1|1|0|-0.859696061698491|-0.0375626583018606
"16013"|37|3.6|1|0|1|0|0.252913123512986|-0.0555678734458034
"16017"|36|3.1|1|0|1|0|-0.193025728460237|0.0403837894481271
"16019"|35|2.3|1|0|1|0|-0.804776568577106|0.0117484156940777
"16021"|34|3|0|1|1|0|-0.0525747415570304|0.00321493076437685
"16022"|35|3.5|1|0|1|0|0.144708503206784|-0.0471017892770826
"16024"|37|3.6|1|0|1|0|0.149176611880793|-0.0062234484487526
"16025"|31|2.8|1|0|1|0|-0.370925174014867|-0.0531794337956083
"16026"|29|3.1|0|1|1|0|-0.0210892869466137|0.00530571137156405
"16027"|35|2.9|0|1|1|0|-0.207561964803336|-0.0326691801681138
"16028"|34|2.7|0|1|1|0|-0.420159168555324|0.0118302015110221
"16031"|34|3.4|1|0|1|0|-0.0148922198941637|0.0418906301590013
"16032"|34|2.9|0|1|1|0|-0.235225402758758|0.000655750335830842
"16033"|42|4|1|0|1|0|0.513955996506064|0.0285199273910896
"16034"|47|3.2|0|1|1|0|0.0233304556234175|0.0363453078226534
"16035"|30|3.3|1|0|1|0|-0.0295579354676188|0.0622882520284287
"16039"|35|3.6|1|0|1|0|0.249716567912606|-0.013975206925934
"16040"|38|3.1|0|1|1|0|-0.00563710694475977|0.088373570375018
"16041"|30|3.1|0|1|1|0|-0.0781842004069912|-0.0435053438977567
"16042"|34|3.3|0|1|1|0|0.0930960195646646|0.0162607728673104
"16043"|31|3.3|0|1|1|0|0.110761161813475|-0.0030129104882883
"16044"|36|3|0|1|0|1|0.101768974183841|-0.00607712370702883
"16046"|32|3|0|1|1|0|-0.120265394948733|0.00706322224021198
"16048"|27|2.8|0|1|0|1|-0.102482521361253|0.0591456290877027
"16050"|41|3.7|0|1|1|0|0.341583839458756|-0.0122267383973598
"16052"|38|3|0|1|1|0|-0.16343987891011|-0.048215210278366
"16053"|30|2.8|0|1|1|0|-0.26368196931331|0.0198708785472721
"16054"|33|2.9|0|1|1|0|-0.234041507670119|-0.0237225300020098
"16055"|32|2.6|0|1|0|1|-0.289276614122037|-0.0457957372775445
"16056"|30|3.7|1|0|1|0|0.31646082601951|-0.0675444321962081
"16062"|33|3.3|0|1|1|0|0.123118671557866|0.0203709818469605
"16065"|33|2.8|1|0|1|0|-0.357053490866859|-0.116050378190614
"16067"|39|2|0|1|1|0|-0.897192500718819|-0.00376382553051198
"16068"|33|2.8|0|1|1|0|-0.271287275206691|-0.015956681409191
"16071"|41|3.8|0|1|1|0|0.477992238968893|0.00744346602858238
"16077"|36|3.2|0|1|1|0|0.0275030070886851|0.0614257781268693
"16079"|33|2.5|1|0|0|1|-0.434974833379828|0.0431197424394759
"16080"|33|3|0|1|1|0|-0.240731930171921|-0.0917017544523352
"16083"|35|2.8|1|0|0|1|-0.292496792750709|0.0188552283093919
"16086"|33|3.7|1|0|1|0|0.221163728713361|0.020809154168853
"16088"|34|2.9|1|0|1|0|-0.33365967121221|-0.0438162992740916
"16089"|30|2.6|0|1|0|1|-0.278655375330722|0.0644881897666144
"16090"|29|3|0|1|0|1|-0.0296520576863378|-0.059293728314288
"16092"|36|2.6|0|1|1|0|-0.462292446194254|0.00941462693541049
"16093"|33|2.6|1|0|1|0|-0.482135159671434|0.0371608625403439
"16094"|37|3.3|1|0|1|0|-3.78746761453913e-05|-0.125149668845807
"16095"|31|3.2|1|0|1|0|-0.146287831423832|0.0626369898714594
"16097"|25|2.8|1|0|1|0|-0.354051668072775|-0.0198372333103452
"16098"|42|2.7|0|1|1|0|-0.353642454687647|0.0657864009984461
"16100"|32|3.6|1|0|1|0|0.250879888776371|0.0340393904191267
"16101"|26|3.1|1|0|1|0|-0.176642300337132|0.0343121107206929
"16102"|31|3.2|0|1|1|0|-0.0435410817289185|0.0114246709880737
"16106"|34|3.9|1|0|1|0|0.42984589197296|-0.0486201846193027
"16109"|20|3.2|1|0|1|0|-0.129591585375245|0.0931205973370306
"16111"|23|3.3|0|1|1|0|0.0884446123486883|-0.0466851149826413
"16115"|33|2.3|0|1|1|0|-0.650393549167942|-0.0632632745236265
"16116"|42|2.5|0|1|1|0|-0.492231495125966|-0.0114295317827838
"16118"|35|3.5|0|1|1|0|0.314110338235763|-0.0211667682845483
"16121"|36|3|0|1|1|0|-0.129102337413046|-0.0728964146174366
"16123"|38|3.3|0|1|1|0|0.0764253669187177|0.0464275881458019
"16124"|31|2.6|0|1|0|1|-0.254021414697052|0.00105164561547592
"16128"|25|2.7|0|1|1|0|-0.381307310604287|-0.0271770852214376
"16129"|35|3.2|1|0|0|1|0.102000357407505|0.0120196321537561
"16130"|38|3.7|1|0|1|0|0.244789048724905|-0.0414277832913497
"16131"|46|3.6|0|1|0|1|0.487568272993057|0.0234156158887348
"16133"|47|3.6|1|0|0|1|0.395360170830576|0.0668860945001963
"16134"|40|3.7|1|0|0|1|0.398841389306388|0.0359645003879356
"16136"|44|3.9|0|1|0|1|0.707117732783784|0.0468142859690506
"16138"|47|3.7|1|0|1|0|0.29373090476798|-0.0840190544718351
"16139"|44|4|1|0|0|1|0.714329066852557|0.0676496841015401
"16140"|42|2.9|1|0|0|1|-0.137477278251166|-1.4148756433918e-05
"16141"|42|3.8|0|1|1|0|0.454689016872169|0.0135101283874577
"16144"|44|3.7|0|1|1|0|0.432506878389591|0.0945582347450485
"16145"|44|3.6|0|1|1|0|0.252167433484141|-0.11907220263575
"16146"|42|3.7|0|1|0|1|0.608669216780131|0.0411566490800574
"16147"|42|3.5|0|1|0|1|0.441679206476074|-0.0445830517227047
"16149"|43|3.6|0|1|1|0|0.327434104897649|-0.0921521598404776
"16150"|43|3.7|0|1|0|1|0.616374439593646|0.0424048849275307
"16152"|43|3.9|1|0|1|0|0.420047872081442|0.0053496782429575
"16153"|42|4|0|1|1|0|0.623654737312767|-0.0416715112661418
"16155"|41|3.9|1|0|1|0|0.421069094386911|0.03753957565874
"16156"|39|3.6|0|1|0|1|0.456572375833066|-0.0398492771508961
"16159"|45|3.9|0|1|1|0|0.535496969185342|0.124211478531327
"16160"|44|3.9|0|1|1|0|0.478236419143981|0.00729882917896331
"16161"|45|3.5|0|1|1|0|0.246789526489061|-0.0623699682843501
"16163"|45|3.7|0|1|0|1|0.540428695458002|-0.0358438980114227
"16167"|47|3.6|0|1|1|0|0.277547911301775|0.00881978304240461
"16168"|47|3.9|0|1|1|0|0.551515037351903|0.0849655412343217
"16169"|39|3.1|0|1|0|1|0.157305106962451|0.0104249251378787
"16173"|39|3.1|1|0|0|1|0.0345172531539267|-0.0526057418111401
"16174"|47|3.6|1|0|0|1|0.417610949075143|0.00208513448945563
"16175"|45|3.6|1|0|1|0|0.167495683334009|-0.0251215141899649
"16176"|41|3.9|0|1|1|0|0.508476367809129|0.00573142273943941
"16177"|44|3.5|0|1|1|0|0.206825039717885|-0.0372441607532813
"16178"|48|3.6|0|1|1|0|0.314585229221375|0.0163390344466604
"16179"|45|3.6|0|1|0|1|0.430849500631933|0.0142759489424965
"16180"|40|3.4|0|1|1|0|0.117134483599894|0.0479031582258917
"16182"|43|3.8|1|0|1|0|0.326824474691108|-0.0278417699535942
"16184"|41|3.8|1|0|1|0|0.371934395141957|0.0643390336855839
"16185"|48|3.4|1|0|1|0|0.0251030551014119|-0.0364247284353842
"16189"|43|3.6|0|1|0|1|0.54906208163877|-0.0453602262586645
"16190"|40|3.5|0|1|0|1|0.4449623812261|0.0110482524130993
"16191"|48|3.3|1|0|1|0|0.0294110429649843|-0.00796936546640333
"16194"|37|3.8|1|0|0|1|0.463400476020139|-0.0492081495914691
"16195"|41|3.9|0|1|0|1|0.679336714151527|0.0591601901647654
"16199"|37|3.4|1|0|0|1|0.253312257845547|0.048714682012931
"16201"|42|4|1|0|1|0|0.410910814372298|0.0323323904815606
"16203"|38|3.9|0|1|0|1|0.696779953279274|0.0394155520145478
"16205"|48|4|0|1|1|0|0.633685278142058|-0.0233043113341661
"16206"|45|3.9|0|1|1|0|0.503355142256714|0.034670056410452
"16209"|42|3.7|0|1|1|0|0.27241493876062|0.0300109225923376
"16210"|34|3.3|1|0|0|1|0.115305261252589|-0.00835249079484432
"16213"|42|3.8|0|1|0|1|0.577503534852401|-0.0517619801699913
"16214"|46|3.9|0|1|1|0|0.527866883418102|-0.0856934511946443
"16216"|47|3.6|0|1|0|1|0.504340394081971|-0.0194142333397153
"16217"|48|3.6|0|1|1|0|0.318128058808784|0.052158341077677
"16218"|43|3.9|0|1|1|0|0.492120109178565|-0.00944937580401059
"16219"|46|3.5|0|1|1|0|0.248932097638312|-0.0118384903398194
"16220"|45|3.6|1|0|1|0|0.165972975919035|0.039453632204725
"16222"|44|3.8|1|0|0|1|0.540009235742334|-0.0504286952255366
"16223"|46|3.5|0|1|1|0|0.22553425844085|-0.0178825367782934
"16226"|43|3.8|1|0|1|0|0.274249128520298|0.0547253793213395
"16227"|46|3.5|0|1|1|0|0.172399384066315|-0.0535242508885421
"16232"|45|3.6|0|1|1|0|0.319793816074716|-0.0171493651796731
"16235"|45|3.9|1|0|0|1|0.560742628785713|-0.0146702445213383
"16237"|48|3.6|0|1|1|0|0.319997247030052|0.00308853078930966
"16241"|42|4|1|0|1|0|0.523445619769971|-0.0755389964768105
"16242"|48|3.4|0|1|1|0|0.137488047134314|0.022307029934551
"16245"|48|3.8|0|1|1|0|0.447344067986019|-0.0185700152421025
"16249"|48|3.7|1|0|1|0|0.202700985290368|0.021069238527316
"16251"|47|3.7|0|1|1|0|0.352379835186255|-0.016363792179227
"16252"|45|3.6|0|1|1|0|0.233541786572317|-0.00840959753266927
"16253"|31|3.6|0|1|0|1|0.417983595370543|0.141948458772608
"16254"|45|3.6|0|1|0|1|0.483160100755747|0.0842142760021218
"16257"|46|3.5|0|1|1|0|0.224884525097391|0.0271826120302858
"16259"|44|3.7|1|0|1|0|0.291259430507756|0.00114505630732301
"16260"|47|3.3|0|1|1|0|0.137581328918068|0.00617355420913927
"16262"|46|3.5|0|1|1|0|0.221960099841457|0.0545735295383841
"16267"|31|2.6|0|1|0|1|-0.271676647973867|-0.0223661183277486
"16268"|44|3.6|0|1|1|0|0.374431229244731|0.0161899438591229
"16270"|28|3.5|1|0|0|1|0.312881486401306|-0.00310358726650333
"16271"|37|3.2|0|1|1|0|-0.00132865242136512|0.0470536418113681
"16274"|36|3.5|0|1|1|0|0.201047291264527|-0.0164873183218844
"16275"|41|3.2|0|1|1|0|-0.0351224917956681|0.00534425961709693
"16276"|27|3|0|1|0|1|-0.032093420900963|0.0214685122835695
"16277"|38|3.2|0|1|1|0|-0.096974199074763|0.0409959047725938
"16278"|38|3.3|1|0|1|0|-0.0268572946336197|0.0169491600935332
"16280"|33|3|1|0|0|1|-0.0172164661862351|-0.0131885484429721
"16282"|31|2.6|1|0|0|1|-0.355764555951526|-0.0244695310541528
"16283"|39|3.4|1|0|1|0|0.159415080896077|0.0318970423616495
"16286"|39|3.2|1|0|1|0|-0.102077863081335|-0.0528686883576837
"16287"|41|3.1|1|0|1|0|-0.104054595436907|-0.105633245118306
"16288"|35|3.3|1|0|1|0|-0.0396803499116309|-0.0404034657359138
"16291"|29|3.3|1|0|0|1|0.172268975049059|0.0607278506660669
"16294"|43|3.4|1|0|1|0|-0.011087800208164|0.0759983685655371
"16295"|39|3.1|1|0|1|0|-0.131910037653763|0.0142205038811266
"16296"|42|3|1|0|1|0|-0.226979345238503|-0.0477510033058985
"16297"|35|3.5|0|1|1|0|0.233375685473095|0.0846062969042498
"16299"|38|3.6|1|0|1|0|0.159539409755154|0.0341715102675741
"16301"|39|3|0|1|1|0|-0.218293868219483|-0.0575402226536817
"16302"|28|3.7|1|0|0|1|0.433811734748514|-0.0313323957720068
"16303"|28|3.6|1|0|0|1|0.37009347989317|0.0701944142224725
"16304"|29|2.8|1|0|0|1|-0.274877617698501|0.0217806033584803
"16307"|37|3.4|0|1|1|0|0.107326078793957|-0.0263149927006331
"16309"|28|2.9|1|0|0|1|-0.181251057928538|-0.0931433432717961
"16312"|43|2.9|0|1|1|0|-0.249245750545078|-0.00867347813447866
"16313"|39|2.7|1|0|1|0|-0.46493517639751|-0.00176141917082404
"16314"|41|2.8|0|1|1|0|-0.317071821633344|0.0260981228217628
"16316"|37|3.3|0|1|1|0|0.145760909255641|0.0607254985079581
"16317"|36|3.2|1|0|1|0|-0.0661987855202584|0.0277680281205147
"16319"|31|3.1|0|1|0|1|0.0600094311417666|-0.0047187092839903
"16320"|37|3.4|0|1|1|0|0.184350772403287|-0.0218428357121689
"16321"|24|3.5|1|0|0|1|0.315396849825852|-0.0296813146198041
"16323"|44|3.2|1|0|1|0|-0.0771258567216302|0.0431472206268094
"16324"|35|2.9|0|1|1|0|-0.245328442672286|0.0405516125260849
"16325"|35|2.6|1|0|0|1|-0.404769139322516|0.00893123799392412
"16326"|33|2.9|1|0|0|1|-0.118000848324608|0.0257263194869794
"16331"|30|2.9|1|0|1|0|-0.361838531428464|0.0631024529566487
"16332"|31|3.3|0|1|0|1|0.275191385519872|0.0441587891006415
"16333"|39|3.4|0|1|1|0|0.168964704729347|0.0354942829984675
"16334"|36|3.2|0|1|1|0|-0.0177705573559193|-0.0247413198019481
"16335"|36|3.9|1|0|1|0|0.349068374597363|0.0213721935521838
"16337"|33|3.3|1|0|0|1|0.053481344532406|0.0221240221526724
"16338"|41|2.9|0|1|1|0|-0.266798574816707|0.0794429932090428
"16339"|36|3|0|1|0|1|0.0443754612958948|0.0247715888125834
"16340"|36|3.8|0|1|1|0|0.506263761856893|-0.0870930138024473
"16346"|35|3.3|0|1|1|0|0.050583230904673|0.0759251427635606
"16347"|28|2.8|0|1|0|1|-0.139553645336932|-0.0540102209542796
"16349"|38|3.1|1|0|1|0|-0.150064440136371|-0.0480097063513923
"16350"|34|3.5|1|0|1|0|0.225439788535906|-0.00730884793776665
"16351"|39|2.7|1|0|1|0|-0.513578829312702|-0.0735507979621074
"16353"|35|3.2|0|1|1|0|-0.0575792542775995|-0.00722474698879439
"16354"|37|2.2|0|1|0|1|-0.596624685898844|0.0226379379982637
"16357"|32|2.9|0|1|0|1|-0.0976750409308636|2.28507108000802e-05
"16358"|34|2.7|0|1|0|1|-0.164052774783997|0.00564315076474971
"16360"|38|3.7|1|0|1|0|0.241454379626004|0.0459362704062916
"16366"|41|3.4|1|0|1|0|0.0481114203220262|-0.0587797912150063
"16367"|42|3.2|0|1|1|0|0.0568892165243753|0.0454305476443222
"16368"|39|3.6|0|1|1|0|0.327665343663487|-0.0505306105169071
"16369"|46|3.4|0|1|1|0|0.133143746219982|0.00607893919104379
"16372"|43|3.4|1|0|1|0|0.116784765860096|0.0221891991675574
"16373"|44|2.7|1|0|1|0|-0.462972201936789|-0.0282508151322246
"16382"|38|3.9|0|1|0|1|0.612594362664541|-0.00666689122876326
"16383"|43|3.2|0|1|1|0|-0.0348428601168918|-0.00662601346383526
"16387"|45|3.4|0|1|1|0|0.148906377513763|-0.0136880537854112
"16390"|46|3.4|0|1|1|0|0.234489645390279|-0.0181848645288861
"16391"|46|3.7|1|0|1|0|0.205990285992448|0.0804283219938543
"16393"|41|4|0|1|1|0|0.611700433337047|0.0459239000720686
"16394"|48|3.6|0|1|1|0|0.304350351186628|0.028915465604073
"16395"|44|3.6|1|0|1|0|0.231340204138143|0.108843873932424
"16396"|44|3.8|0|1|0|1|0.569081704474159|0.03887660498267
"16398"|46|3.5|0|1|1|0|0.235881732863518|0.0260468576835646
"16399"|46|3.9|0|1|1|0|0.558697084708766|0.0136149563479524
"16402"|45|3.5|1|0|1|0|0.095026310984605|0.0606466411686634
"16404"|46|3.7|1|0|1|0|0.225900077311759|0.037923932441343
"16407"|46|3.8|0|1|1|0|0.481824978941474|0.0625946550249032
"16412"|46|3.3|0|1|0|1|0.308232009008471|-0.0296877755676256
"16413"|47|3.8|0|1|1|0|0.366974388152453|0.0774827260647569
"16415"|43|3.7|1|0|0|1|0.520011624924225|-0.00117744390423262
"16420"|46|3.5|1|0|1|0|0.0556894121216604|0.0940159327103487
"16422"|42|3.5|1|0|1|0|0.139119439549229|0.0442903877866156
"16424"|43|3.4|1|0|1|0|0.149358789397546|0.00900421156276558
"16425"|48|3.8|0|1|1|0|0.501449235941158|0.0560096387519884
"16427"|47|3.5|1|0|1|0|0.130663569115121|-0.00802783822161011
"16428"|47|3.4|1|0|1|0|0.0293227255206168|0.0168048474597931
"16429"|43|2.8|0|1|1|0|-0.257226689435829|0.0201639820429036
"16430"|46|3.4|1|0|1|0|0.0269423373178504|-0.0454037843182604
"16435"|45|3.8|0|1|0|1|0.60324891614958|0.0492189055075874
"16437"|44|3.1|1|0|0|1|-0.01276032969596|0.00627273066129752
"16440"|46|3.7|1|0|1|0|0.31121249351382|-0.0136333787143048
"16441"|48|3.9|0|1|1|0|0.497643081632534|0.00593768914783249
"16443"|42|3.3|1|0|1|0|-0.00239385996359915|-0.0237301189849202
"16448"|44|3|0|1|1|0|-0.116066691462775|0.00203454356067894
"16452"|43|3.4|0|1|0|1|0.333951649434838|-0.0185325316510476
"16456"|44|3.6|1|0|1|0|0.240482061955022|0.0348859735520403
"16459"|43|3|1|0|0|1|-0.0457952368453886|-0.000103215615740805
"16460"|45|3.5|0|1|1|0|0.114014473590082|0.0126415711978183
"16461"|43|3.6|0|1|1|0|0.233660747740501|-0.0396089661443159
"16465"|39|3.6|1|0|1|0|0.153303020193311|-0.0100235526565509
"16468"|44|3|0|1|1|0|-0.174662969872313|-0.0504448886973746
"16470"|36|3.1|0|1|0|1|0.127306060265907|0.0457197438372825
"16472"|47|3.8|1|0|0|1|0.530183661148212|0.00232780678864457
"16474"|48|2.5|0|1|1|0|-0.56177013910817|0.0415624988551845
"16475"|39|3.6|1|0|1|0|0.234632497789592|-0.0527049482916496
"16476"|45|3.5|0|1|1|0|0.133756931590243|0.0629386268104305
"16478"|48|3.9|0|1|1|0|0.482873071250242|0.0138039252544749
"16479"|47|3.3|1|0|1|0|-0.000541667155242297|0.0037436081909102
"16483"|48|3.5|1|0|1|0|0.140009688202605|0.0300644441375839
"16489"|48|3.4|0|1|1|0|0.158605760094933|0.0401957099744311
"16493"|42|3.7|0|1|1|0|0.429794840532435|-0.0553260627050137
"16497"|31|3.3|0|1|0|1|0.286689572116053|-0.0624504446911774
"16504"|45|3.4|0|1|1|0|0.154967791551535|-0.0219369127877841
"16505"|43|3.1|1|0|1|0|-0.151639891910576|0.0390253920317939
"16506"|32|3.4|1|0|1|0|0.060162935329599|0.0191434841189023
"16507"|40|3.6|0|1|1|0|0.375346454592455|0.0444682944130486
"16508"|34|3.4|1|0|1|0|0.00995879966071044|-0.0113113787303646
"16509"|39|2.3|0|1|1|0|-0.662984720257775|0.0263042136306444
"16511"|35|2.5|1|0|0|1|-0.444286807387995|-0.024660313349824
"16512"|29|2.4|0|1|1|0|-0.559444948175809|-0.00929216344012377
"16514"|35|2.9|1|0|1|0|-0.370174494167225|0.0468166405607755
"16515"|36|2.8|1|0|1|0|-0.321465337279348|-0.0185814222902666
"16518"|34|3.6|0|1|1|0|0.281965819410345|0.023724881179493
"16520"|34|3.4|0|1|1|0|0.051285072580365|-0.0387516633181314
"16522"|34|3.2|0|1|1|0|0.012672925350942|0.0185894875131765
"16523"|36|2.9|1|0|1|0|-0.328016427907164|0.0411903492480254
"16525"|35|3.8|0|1|1|0|0.390607678152592|-0.00958449396017149
"16529"|32|3.3|0|1|1|0|0.0648435645201256|0.0646039805349546
"16530"|30|3.6|1|0|1|0|0.153370721747515|0.0500852474279152
"16533"|33|3.8|0|1|1|0|0.487371905884916|0.0482914089136385
"16534"|35|3|1|0|1|0|-0.205772829805579|-0.100524278991406
"16535"|32|3.2|1|0|0|1|0.100152688362736|-0.000753887665698772
"16537"|41|2.6|0|1|1|0|-0.428984962841367|-0.0020167348756643
"16539"|38|3|1|0|1|0|-0.234442808787203|0.0567582160623694
"16541"|37|3.6|0|1|1|0|0.210898301772134|-0.0424638123739548
"16545"|32|3.7|1|0|1|0|0.2753162724257|-0.0447349638899599
"16546"|36|3.3|1|0|1|0|-0.0499608506163006|0.00411667655213678
"16549"|41|3.7|0|1|1|0|0.334139646704487|0.00365442294622576
"16550"|32|3.4|1|0|1|0|0.0478013129768262|-0.0467737846351555
"16552"|36|3.4|0|1|1|0|0.11664218163672|0.0312390196618706
"16553"|26|3.2|1|0|0|1|0.0890693098388494|-0.0492741316264761
"16555"|36|3.6|0|1|1|0|0.302839343037878|0.0019437140284033
"16559"|33|3.2|0|1|1|0|0.0147351966523363|0.0192224755826035
"16560"|37|3.6|1|0|1|0|0.213081078168832|0.0157525894271081
"16561"|26|3.4|1|0|0|1|0.209015668705969|0.0200757039791826
"16564"|38|3|0|1|1|0|-0.08874035275412|0.00453467674295908
"16566"|40|3.5|0|1|1|0|0.214672827835579|0.00324515348244395
"16568"|42|3.1|0|1|1|0|-0.139838805233472|0.047477859869107
"16570"|37|3.9|1|0|1|0|0.455999629967142|-0.0213526020030708
"16571"|46|3.2|0|1|1|0|-0.0322800285076409|0.0110088913465218
"16573"|38|3.7|1|0|1|0|0.29804177614194|-0.0124028592490393
"16575"|45|3|0|1|1|0|-0.263178572807919|0.0576455848091797
"16576"|40|3.7|0|1|1|0|0.31855699501508|0.164133595088802
"16578"|42|3.8|1|0|1|0|0.357477085540326|0.0956849670393431
"16579"|37|3.6|0|1|1|0|0.338622856108579|-0.0333798692138524
"16580"|47|3.7|0|1|1|0|0.431322339451954|-0.0776511754659602
"16585"|42|2.8|1|0|0|1|-0.211846591454384|0.0197556153580528
"16586"|38|3.9|0|1|1|0|0.543607291794825|0.0318287792317529
"16587"|44|3.8|1|0|1|0|0.308216701489217|-0.0133815024409308
"16589"|46|3.5|1|0|1|0|0.0634360299895234|0.0923484666551511
"16590"|41|3.3|1|0|1|0|-0.0607758615122513|-0.04647267853671
"16591"|37|3.4|0|1|1|0|0.047281752498301|0.0401603045596246
"16592"|39|3.8|0|1|1|0|0.457637245406115|0.00476047321552497
"16595"|39|3.6|1|0|1|0|0.158468840202464|0.00114494021581519
"16600"|40|3.3|0|1|1|0|0.141199888243754|-0.0929120656251054
"16601"|42|3.6|0|1|1|0|0.283897836917067|-0.0322693899264666
"16602"|47|3|1|0|1|0|-0.197215405003213|0.0938701886271222
"16604"|36|3.7|1|0|1|0|0.294711663090941|-0.0656642944845849
"16605"|42|3.4|0|1|1|0|0.119225857860937|0.0362908067395754
"16606"|36|3.9|0|1|1|0|0.519340968699185|0.001029976001491
"16608"|39|3.9|1|0|1|0|0.37893281791784|-0.0437724700268982
"16610"|42|3.2|0|1|1|0|-0.0159985513231811|-0.0733375227301745
"16612"|36|3.9|1|0|1|0|0.454451600522805|-0.0180908320434126
"16613"|37|4|0|1|1|0|0.610090670232745|0.0670741927111378
"16614"|35|3.6|0|1|1|0|0.364599554609431|0.0160514295553195
"16621"|38|3.4|1|0|0|1|0.247906365035518|0.0544615251067941
